iter,dt,residual,res_u,res_k,res_w,U_bulk,tau_wall,u_max,k_min,k_max,omega_min,omega_max,nu_t_nu_max
7420,1.7715610000000007e-03,2.0854551447433626e-05,1.0793977407033904e-05,2.0854551447433626e-05,1.8505866709209260e-06,1.5659671880794470e+01,9.7831933945192717e-01,1.7770527455231829e+01,1.0000000000000002e-10,2.7432583728820821e+00,7.0209093276164918e+00,3.5909221481494948e+04,6.3740488409586852e+01
7430,1.7715610000000007e-03,2.2522552775315493e-05,1.2065304941480384e-05,2.2522552775315493e-05,1.7621474136661124e-06,1.5660055434294758e+01,9.7837088877215184e-01,1.7771150231979870e+01,1.0000000000000002e-10,2.7433692429238108e+00,7.0211358366164101e+00,3.5909221481495202e+04,6.3742681220975193e+01
7440,1.7715610000000007e-03,2.4141932169361576e-05,1.1693252875865902e-05,2.4141932169361576e-05,2.0925611189632949e-06,1.5660438656738808e+01,9.7842019516989343e-01,1.7771452249347124e+01,1.0000000000000002e-10,2.7432822953987701e+00,7.0213613051975150e+00,3.5909221481493048e+04,6.3745073518865766e+01
7450,1.7715610000000007e-03,2.2761843256387505e-05,1.0286448614915809e-05,2.2761843256387505e-05,2.3633293994399683e-06,1.5660821289943767e+01,9.7846683909484200e-01,1.7771628098740226e+01,1.0000000000000002e-10,2.7434348048266153e+00,7.0215843712144723e+00,3.5909221481489083e+04,6.3747493036906434e+01
7460,1.7715610000000007e-03,2.1042812409773439e-05,1.0809635003970063e-05,2.1042812409773439e-05,2.0893240705007700e-06,1.5661203725428658e+01,9.7851584453196627e-01,1.7772181200139375e+01,1.0000000000000002e-10,2.7437250023427753e+00,7.0218053445905682e+00,3.5909221481485591e+04,6.3749700374979085e+01
7470,1.7715610000000007e-03,2.3442451909482292e-05,1.2671990727018483e-05,2.3442451909482292e-05,1.8717032889670248e-06,1.5661586116224829e+01,9.7857090940575764e-01,1.7772745299640643e+01,1.0000000000000002e-10,2.7439603439779696e+00,7.0220265286437620e+00,3.5909221481484732e+04,6.3751916466979416e+01
7480,1.7715610000000007e-03,2.5399453290031489e-05,1.2514479721991111e-05,2.5399453290031489e-05,2.1657250521816379e-06,1.5661967595587043e+01,9.7862850402043289e-01,1.7773126732670853e+01,1.0000000000000002e-10,2.7441113353002797e+00,7.0222495704996994e+00,3.5909221481486406e+04,6.3754207637466330e+01
7490,1.7715610000000007e-03,2.3175777524174182e-05,1.0762954859792437e-05,2.3175777524174182e-05,2.4618035270907914e-06,1.5662346218340774e+01,9.7867565413195712e-01,1.7773403191497874e+01,1.0000000000000002e-10,2.7439140672167941e+00,7.0224738359861441e+00,3.5909221481488399e+04,6.3756584653420077e+01
7500,1.7715610000000007e-03,2.2670821593848501e-05,1.1422528498766394e-05,2.2670821593848501e-05,2.1841893975652405e-06,1.5662720898332713e+01,9.7870552433862568e-01,1.7773771210891685e+01,1.0000000000000002e-10,2.7441433964443855e+00,7.0226966405101567e+00,3.5909221481488101e+04,6.3758849739727204e+01
7510,1.7715610000000007e-03,2.5061835750402355e-05,1.3109976832363664e-05,2.5061835750402355e-05,1.9600479596499164e-06,1.5663092735942643e+01,9.7872729246002177e-01,1.7774457702628403e+01,1.0000000000000002e-10,2.7445008922369309e+00,7.0229187555941106e+00,3.5909221481484870e+04,6.3760942141920502e+01
7520,1.7715610000000007e-03,2.5684278056159569e-05,1.2912241174253312e-05,2.5684278056159569e-05,2.1573793346157249e-06,1.5663464308243883e+01,9.7875909185328680e-01,1.7774832618315202e+01,1.0000000000000002e-10,2.7445742119364955e+00,7.0231397552248334e+00,3.5909221481480949e+04,6.3763425216837561e+01
7530,1.7715610000000007e-03,2.5118192359484091e-05,1.1776409374673438e-05,2.5118192359484091e-05,2.3842378060187433e-06,1.5663838142021477e+01,9.7881461116833579e-01,1.7775018546902718e+01,1.0000000000000002e-10,2.7448315519451070e+00,7.0233606772714978e+00,3.5909221481479166e+04,6.3765962698116425e+01
7540,1.7715610000000007e-03,2.4975601316541225e-05,1.2097185380010111e-05,2.4975601316541225e-05,2.2377676607282552e-06,1.5664214098015531e+01,9.7888617359152585e-01,1.7775461581586868e+01,1.0000000000000002e-10,2.7449414047566592e+00,7.0235768937681335e+00,3.5909221481480723e+04,6.3768194446488870e+01
7550,1.7715610000000007e-03,2.5176199215512970e-05,1.3198909222447777e-05,2.5176199215512970e-05,2.0548796270453907e-06,1.5664589959038540e+01,9.7895420352972751e-01,1.7775968907850380e+01,1.0000000000000002e-10,2.7450000489724720e+00,7.0237943874979649e+00,3.5909221481483408e+04,6.3770208083106645e+01
7560,1.7715610000000007e-03,2.7350120795325407e-05,1.3691579735429940e-05,2.7350120795325407e-05,2.1621122787669099e-06,1.5664963956390897e+01,9.7900577799011812e-01,1.7776395527440865e+01,1.0000000000000002e-10,2.7453149532429859e+00,7.0240139033576057e+00,3.5909221481483590e+04,6.3772451221883607e+01
7570,1.7715610000000007e-03,2.8021699217532095e-05,1.2958525447361169e-05,2.8021699217532095e-05,2.5022145106795092e-06,1.5665336365227891e+01,9.7904453198149277e-01,1.7776838287108603e+01,1.0000000000000002e-10,2.7452927825847859e+00,7.0242339713769626e+00,3.5909221481480025e+04,6.3774915685338556e+01
7580,1.7715610000000007e-03,2.5733873703686726e-05,1.2482902932900652e-05,2.5733873703686726e-05,2.4889807655930122e-06,1.5665709156224503e+01,9.7908910588571751e-01,1.7777234513057461e+01,1.0000000000000002e-10,2.7453452402686471e+00,7.0244527314770968e+00,3.5909221481475062e+04,6.3777141630806497e+01
7590,1.7715610000000007e-03,2.6951866628661872e-05,1.3744303827993435e-05,2.6951866628661872e-05,2.2267277767580248e-06,1.5666083108273376e+01,9.7915101440853503e-01,1.7777571858045071e+01,1.0000000000000002e-10,2.7459683680479614e+00,7.0246694992773637e+00,3.5909221481472567e+04,6.3779197168607709e+01
7600,1.7715610000000007e-03,2.9425859734686654e-05,1.4400972617659244e-05,2.9425859734686654e-05,2.3389353927660797e-06,1.5666456278641141e+01,9.7922000378082275e-01,1.7777972219293289e+01,1.0000000000000002e-10,2.7458104960982270e+00,7.0248859156328969e+00,3.5909221481473949e+04,6.3781465606190430e+01
7610,1.7715610000000007e-03,2.7585288202913196e-05,1.2973557978571739e-05,2.7585288202913196e-05,2.6636346135618148e-06,1.5666824856197152e+01,9.7926968866225761e-01,1.7778253182381150e+01,1.0000000000000002e-10,2.7456378595676538e+00,7.0251024798283979e+00,3.5909221481476823e+04,6.3783902293302667e+01
7620,1.7715610000000007e-03,2.6640793047660126e-05,1.2899184491492406e-05,2.6640793047660126e-05,2.4990503685986955e-06,1.5667186665631826e+01,9.7928321747389513e-01,1.7778751130390521e+01,1.0000000000000002e-10,2.7458230271462929e+00,7.0253191057379958e+00,3.5909221481477500e+04,6.3786144915683629e+01
7630,1.7715610000000007e-03,2.8125245158925606e-05,1.4208309185082590e-05,2.8125245158925606e-05,2.2763558791114319e-06,1.5667543971568627e+01,9.7927734095790497e-01,1.7779241314961254e+01,1.0000000000000002e-10,2.7462918107099643e+00,7.0255349156388167e+00,3.5909221481474611e+04,6.3788229301372347e+01
7640,1.7715610000000007e-03,2.8096194338012415e-05,1.4025000010104168e-05,2.8096194338012415e-05,2.3853557601964499e-06,1.5667901689676592e+01,9.7928779008298306e-01,1.7779573496553834e+01,1.0000000000000002e-10,2.7463360734072761e+00,7.0257495602108779e+00,3.5909221481470595e+04,6.3790329832525515e+01
7650,1.7715610000000007e-03,2.7800688038947917e-05,1.3223014605305243e-05,2.7800688038947917e-05,2.5326857435230703e-06,1.5668264407429120e+01,9.7934250895200392e-01,1.7779957387435921e+01,1.0000000000000002e-10,2.7467946025147665e+00,7.0259622173959881e+00,3.5909221481468696e+04,6.3792574197262603e+01
7660,1.7715610000000007e-03,2.7064835255201846e-05,1.3416115796356609e-05,2.7064835255201846e-05,2.4348895529880381e-06,1.5668632294065569e+01,9.7943284601493230e-01,1.7780545182802776e+01,1.0000000000000002e-10,2.7465148278796736e+00,7.0261737239973314e+00,3.5909221481469845e+04,6.3794881956013604e+01
7670,1.7715610000000007e-03,2.6883553342738366e-05,1.3924809939854235e-05,2.6883553342738366e-05,2.3044484324209968e-06,1.5669001521101496e+01,9.7952372630943296e-01,1.7780933087030071e+01,1.0000000000000002e-10,2.7465838906820732e+00,7.0263870120228766e+00,3.5909221481471599e+04,6.3797113170485055e+01
7680,1.7715610000000007e-03,2.8690963029934126e-05,1.4156081974167705e-05,2.8690963029934126e-05,2.4114723669665650e-06,1.5669367885377188e+01,9.7958405100806223e-01,1.7781082175833649e+01,1.0000000000000002e-10,2.7468749603869043e+00,7.0266009394407742e+00,3.5909221481470944e+04,6.3799431659222108e+01
7690,1.7715610000000007e-03,2.7671867620506422e-05,1.3552540420159012e-05,2.7671867620506422e-05,2.5828975903530821e-06,1.5669730129450262e+01,9.7961121964904196e-01,1.7781419150049530e+01,1.0000000000000002e-10,2.7468168462613378e+00,7.0268134019490427e+00,3.5909221481467568e+04,6.3801698305666967e+01
7700,1.7715610000000007e-03,2.5879480336346257e-05,1.3432631749514556e-05,2.5879480336346257e-05,2.4445760977918728e-06,1.5670090468723366e+01,9.7963172780376861e-01,1.7781987900740290e+01,1.0000000000000002e-10,2.7473206122700069e+00,7.0270266726678967e+00,3.5909221481464214e+04,6.3803785139302086e+01
7710,1.7715610000000007e-03,2.7867952245046212e-05,1.4476096340848171e-05,2.7867952245046212e-05,2.3276992706841518e-06,1.5670451494726516e+01,9.7967164284354669e-01,1.7782392310343564e+01,1.0000000000000002e-10,2.7475825413433617e+00,7.0272390898232393e+00,3.5909221481463392e+04,6.3806045033037705e+01
7720,1.7715610000000007e-03,2.8088328461050106e-05,1.4206157478705383e-05,2.8088328461050106e-05,2.4973747532454848e-06,1.5670813331661488e+01,9.7973218602000389e-01,1.7782622901896239e+01,1.0000000000000002e-10,2.7475560850975356e+00,7.0274509491441641e+00,3.5909221481464592e+04,6.3808131353850605e+01
7730,1.7715610000000007e-03,2.6307931353738459e-05,1.3438774403328182e-05,2.6307931353738459e-05,2.5688247166037665e-06,1.5671173451609445e+01,9.7979107498279516e-01,1.7783050992520117e+01,1.0000000000000002e-10,2.7474010222995009e+00,7.0276605253827240e+00,3.5909221481465152e+04,6.3810087682446735e+01
7740,1.7715610000000007e-03,2.6899117186969131e-05,1.4352393445876372e-05,2.6899117186969131e-05,2.4334537755851886e-06,1.5671529341068229e+01,9.7982816418524521e-01,1.7783581224063088e+01,1.0000000000000002e-10,2.7475692690543090e+00,7.0278700539604593e+00,3.5909221481463428e+04,6.3812421603785893e+01
7750,1.7715610000000007e-03,2.7459743914036904e-05,1.4742157949039685e-05,2.7459743914036904e-05,2.3835124802123843e-06,1.5671881364718095e+01,9.7984828541349656e-01,1.7784121470488849e+01,1.0000000000000002e-10,2.7476530959796981e+00,7.0280790817230168e+00,3.5909221481460670e+04,6.3814747411638685e+01
7760,1.7715610000000007e-03,2.7579850581243214e-05,1.4179495619581269e-05,2.7579850581243214e-05,2.5615360682759332e-06,1.5672232621927597e+01,9.7987516522290641e-01,1.7784389837455723e+01,1.0000000000000002e-10,2.7480923750135289e+00,7.0282865031486006e+00,3.5909221481459565e+04,6.3816872017783659e+01
7770,1.7715610000000007e-03,2.7365135670519357e-05,1.4431585907870933e-05,2.7365135670519357e-05,2.6738536770089569e-06,1.5672586549096193e+01,9.7992775040474878e-01,1.7784585027260203e+01,1.0000000000000002e-10,2.7481057186606979e+00,7.0284939688505972e+00,3.5909221481460823e+04,6.3818802601401757e+01
7780,1.7715610000000007e-03,2.7061586661826920e-05,1.5187647868565120e-05,2.7061586661826920e-05,2.5004481728340933e-06,1.5672943489823437e+01,9.7999992530262992e-01,1.7785166503429615e+01,1.0000000000000002e-10,2.7482813421020298e+00,7.0287032404013106e+00,3.5909221481462213e+04,6.3820998423990225e+01
7790,1.7715610000000007e-03,2.8994713095205166e-05,1.5632126386702355e-05,2.8994713095205166e-05,2.5945182940071299e-06,1.5673300762122352e+01,9.8006880080826742e-01,1.7785586194562367e+01,1.0000000000000002e-10,2.7482615186729844e+00,7.0289092339846384e+00,3.5909221481460925e+04,6.3823299364338723e+01
7800,1.7715610000000007e-03,2.8604774312897931e-05,1.4937364546641874e-05,2.8604774312897931e-05,3.0409162849625993e-06,1.5673654886290331e+01,9.8011227076814977e-01,1.7785941694266125e+01,1.0000000000000002e-10,2.7483616532235908e+00,7.0291157218276012e+00,3.5909221481457003e+04,6.3825458789197540e+01
7810,1.7715610000000007e-03,2.6580217935194789e-05,1.5141878861051879e-05,2.6580217935194789e-05,2.8698732075294788e-06,1.5674004941789358e+01,9.8013192186517173e-01,1.7786228021288018e+01,1.0000000000000002e-10,2.7487237383513214e+00,7.0293220202595847e+00,3.5909221481453395e+04,6.3827610168970800e+01
7820,1.7715610000000007e-03,2.9243613070389242e-05,1.6735156516606673e-05,2.9243613070389242e-05,2.6366579997669454e-06,1.5674353203523054e+01,9.8014961296621983e-01,1.7786681694908925e+01,1.0000000000000002e-10,2.7489116108773328e+00,7.0295288778749274e+00,3.5909221481453074e+04,6.3829761271992794e+01
7830,1.7715610000000007e-03,3.0143086104197573e-05,1.6153118209459398e-05,3.0143086104197573e-05,3.0495215499277225e-06,1.5674702452313964e+01,9.8018525888671926e-01,1.7787171274333982e+01,1.0000000000000002e-10,2.7488731856911399e+00,7.0297360068551598e+00,3.5909221481455214e+04,6.3831957258861586e+01
7840,1.7715610000000007e-03,2.7586690237977004e-05,1.5421321782797890e-05,2.7586690237977004e-05,3.2050872399535448e-06,1.5675053693206582e+01,9.8023951727000291e-01,1.7787412411554513e+01,1.0000000000000002e-10,2.7489024112831979e+00,7.0299425686440387e+00,3.5909221481456319e+04,6.3834098868431234e+01
7850,1.7715610000000007e-03,2.9457482063658728e-05,1.7325940269332885e-05,2.9457482063658728e-05,2.9194774403488408e-06,1.5675405282223586e+01,9.8029953432254180e-01,1.7787797006483327e+01,1.0000000000000002e-10,2.7493039192028235e+00,7.0301480287932794e+00,3.5909221481453955e+04,6.3836047595896190e+01
7860,1.7715610000000007e-03,3.1095035888608599e-05,1.7440642638614546e-05,3.1095035888608599e-05,3.0535597935379176e-06,1.5675755160148016e+01,9.8035546619771352e-01,1.7788118794192851e+01,1.0000000000000002e-10,2.7492970242173875e+00,7.0303520409685820e+00,3.5909221481449888e+04,6.3838182196371015e+01
7870,1.7715610000000007e-03,2.9137920106034802e-05,1.6151433465715702e-05,2.9137920106034802e-05,3.4744753670808866e-06,1.5676102491710967e+01,9.8040548077448220e-01,1.7788686269785668e+01,1.0000000000000002e-10,2.7497158515119344e+00,7.0305562675488984e+00,3.5909221481447690e+04,6.3840401457985735e+01
7880,1.7715610000000007e-03,2.9572981545021708e-05,1.7324164765707746e-05,2.9572981545021708e-05,3.2904217819483275e-06,1.5676447914833837e+01,9.8044954068999768e-01,1.7789012161215098e+01,1.0000000000000002e-10,2.7495136087312737e+00,7.0307588171039130e+00,3.5909221481449000e+04,6.3842486465196380e+01
7890,1.7715610000000007e-03,3.0742858622575456e-05,1.8176005996935668e-05,3.0742858622575456e-05,3.0872403915766295e-06,1.5676792076902991e+01,9.8048707181344319e-01,1.7789345731439699e+01,1.0000000000000002e-10,2.7495832034321186e+00,7.0309611159066430e+00,3.5909221481451561e+04,6.3844565070385130e+01
7900,1.7715610000000007e-03,3.1238732436314901e-05,1.7645300413025187e-05,3.1238732436314901e-05,3.5031824992347064e-06,1.5677135240832907e+01,9.8051635557898187e-01,1.7789706326177956e+01,1.0000000000000002e-10,2.7496607272216713e+00,7.0311631864350188e+00,3.5909221481451546e+04,6.3846685772353545e+01
7910,1.7715610000000007e-03,3.0287833403768783e-05,1.7459952474260335e-05,3.0287833403768783e-05,3.7124255315275374e-06,1.5677478251940093e+01,9.8054419606337628e-01,1.7790150198498011e+01,1.0000000000000002e-10,2.7497959709285338e+00,7.0313643246290560e+00,3.5909221481447763e+04,6.3848880752005307e+01
7920,1.7715610000000007e-03,2.9976034881103762e-05,1.8414916817860271e-05,2.9976034881103762e-05,3.3132869860980442e-06,1.5677822505472877e+01,9.8058684858900691e-01,1.7790543195570603e+01,1.0000000000000002e-10,2.7504069792846586e+00,7.0315645685429846e+00,3.5909221481443150e+04,6.3850962904317029e+01
7930,1.7715610000000007e-03,3.3113647019077753e-05,1.8984357115702315e-05,3.3113647019077753e-05,3.4274966402126445e-06,1.5678168012264701e+01,9.8064928981552202e-01,1.7790802105402282e+01,1.0000000000000002e-10,2.7504531551990077e+00,7.0317648109294399e+00,3.5909221481441906e+04,6.3853017442437718e+01
7940,1.7715610000000007e-03,3.1053737657335811e-05,1.7478583663820472e-05,3.1053737657335811e-05,3.9779304975657592e-06,1.5678512028160114e+01,9.8071123222927314e-01,1.7791280044245262e+01,1.0000000000000002e-10,2.7501214665110365e+00,7.0319670238686394e+00,3.5909221481444307e+04,6.3855143692504257e+01
7950,1.7715610000000007e-03,2.8968937156409791e-05,1.8412662468372916e-05,2.8968937156409791e-05,3.5896724084173649e-06,1.5678851102852834e+01,9.8074433729569488e-01,1.7791740576919498e+01,1.0000000000000002e-10,2.7503258627849161e+00,7.0321696272429106e+00,3.5909221481446701e+04,6.3857335943616704e+01
7960,1.7715610000000007e-03,3.4242719498582433e-05,2.0179360959071268e-05,3.4242719498582433e-05,3.4261619318831089e-06,1.5679185612073676e+01,9.8075339527768857e-01,1.7791965578214647e+01,1.0000000000000002e-10,2.7505710384284452e+00,7.0323698396498795e+00,3.5909221481445325e+04,6.3859368041997293e+01
7970,1.7715610000000007e-03,3.2106379364654471e-05,1.7770154807758820e-05,3.2106379364654471e-05,4.2710069160288232e-06,1.5679520702193622e+01,9.8077403653305029e-01,1.7792284286131846e+01,1.0000000000000002e-10,2.7507632365127437e+00,7.0325689846972939e+00,3.5909221481441011e+04,6.3861327884414585e+01
7980,1.7715610000000007e-03,2.8706654693850100e-05,1.8494318736000466e-05,2.8706654693850100e-05,4.0172556637361625e-06,1.5679862580701325e+01,9.8084225359617161e-01,1.7792746243049404e+01,1.0000000000000002e-10,2.7513363603017851e+00,7.0327675357804900e+00,3.5909221481437213e+04,6.3863414999439009e+01
7990,1.7715610000000007e-03,3.4503047419379267e-05,2.1041793337616911e-05,3.4503047419379267e-05,3.5317789629558215e-06,1.5680210233068722e+01,9.8094303416982043e-01,1.7793357853947303e+01,1.0000000000000002e-10,2.7508821001169168e+00,7.0329660099652012e+00,3.5909221481437351e+04,6.3865560651282195e+01
8000,1.7715610000000007e-03,3.2982042424147817e-05,1.8390070534053077e-05,3.2982042424147817e-05,4.3525349277561874e-06,1.5680555778992957e+01,9.8102128585913939e-01,1.7793612982619976e+01,1.0000000000000002e-10,2.7506636586352835e+00,7.0331636771865798e+00,3.5909221481440080e+04,6.3867610518048828e+01
8010,1.7715610000000007e-03,2.9352553124029522e-05,1.8412567288880892e-05,2.9352553124029522e-05,4.3984838409041206e-06,1.5680890271727332e+01,9.8102263366478382e-01,1.7793766561711905e+01,1.0000000000000002e-10,2.7511687791915325e+00,7.0333613975855478e+00,3.5909221481441535e+04,6.3869653110332059e+01
8020,1.7715610000000007e-03,3.3550725377640294e-05,2.1205984289458334e-05,3.3550725377640294e-05,3.7052390668125208e-06,1.5681215097172293e+01,9.8097764263604403e-01,1.7794339191272286e+01,1.0000000000000002e-10,2.7509205762182547e+00,7.0335590418026843e+00,3.5909221481438690e+04,6.3871773174747318e+01
